0	0	0	0	0	0
0	0	64	15	11	63
0	0	128	30	22	127
0	0	192	46	33	191
0	0	256	60	43	253
0	0	320	76	54	317
0	0	384	91	65	381
0	0	448	106	76	445
0	0	512	121	87	508
0	0	576	137	98	575
0	0	640	152	109	636
0	0	704	167	120	700
0	0	768	182	130	762
0	0	832	196	141	824
0	0	896	211	151	886
0	0	960	226	162	948
0	0	1023	240	172	1005
0	64	0	21	63	7
0	64	64	25	64	63
0	64	128	36	66	127
0	64	192	49	70	191
0	64	256	63	75	253
0	64	320	78	81	317
0	64	384	93	88	381
0	64	448	108	96	445
0	64	512	123	105	509
0	64	576	138	114	575
0	64	640	153	123	635
0	64	704	168	133	700
0	64	768	182	142	762
0	64	832	198	151	824
0	64	896	212	161	885
0	64	960	226	171	947
0	64	1023	240	181	1004
0	128	0	43	126	15
0	128	64	45	128	64
0	128	128	51	129	128
0	128	192	61	131	192
0	128	256	72	134	253
0	128	320	85	137	317
0	128	384	99	141	381
0	128	448	113	145	445
0	128	512	127	151	508
0	128	576	142	157	575
0	128	640	156	163	636
0	128	704	171	170	700
0	128	768	185	177	761
0	128	832	200	185	825
0	128	896	214	192	886
0	128	960	229	201	947
0	128	1023	242	209	1005
0	192	0	64	189	22
0	192	64	66	192	66
0	192	128	70	193	129
0	192	192	77	194	192
0	192	256	86	195	253
0	192	320	97	197	318
0	192	384	109	200	382
0	192	448	121	203	446
0	192	512	134	207	509
0	192	576	149	211	575
0	192	640	162	216	636
0	192	704	176	220	701
0	192	768	190	226	762
0	192	832	204	231	825
0	192	896	218	237	886
0	192	960	233	243	948
0	192	1023	246	250	1005
0	256	0	85	250	29
0	256	64	86	253	68
0	256	128	90	254	130
0	256	192	95	255	193
0	256	256	102	256	254
0	256	320	111	258	318
0	256	384	121	260	382
0	256	448	132	262	446
0	256	512	144	265	509
0	256	576	157	268	575
0	256	640	170	271	637
0	256	704	184	275	701
0	256	768	197	279	762
0	256	832	210	284	825
0	256	896	224	287	886
0	256	960	237	292	947
0	256	1023	250	297	1005
0	320	0	106	313	36
0	320	64	108	317	71
0	320	128	110	318	131
0	320	192	114	318	194
0	320	256	120	320	255
0	320	320	128	321	319
0	320	384	137	323	382
0	320	448	146	324	446
0	320	512	157	327	509
0	320	576	169	329	576
0	320	640	181	331	637
0	320	704	193	334	701
0	320	768	206	337	762
0	320	832	219	341	825
0	320	896	232	344	886
0	320	960	245	348	948
0	320	1023	257	352	1006
0	384	0	127	375	43
0	384	64	129	379	74
0	384	128	131	380	133
0	384	192	134	381	195
0	384	256	139	381	256
0	384	320	145	382	319
0	384	384	153	384	383
0	384	448	162	385	447
0	384	512	172	388	510
0	384	576	182	390	577
0	384	640	193	391	637
0	384	704	205	393	702
0	384	768	216	396	763
0	384	832	229	399	826
0	384	896	241	402	887
0	384	960	253	404	948
0	384	1023	265	408	1006
0	448	0	148	438	50
0	448	64	150	442	79
0	448	128	152	443	135
0	448	192	155	445	197
0	448	256	159	445	257
0	448	320	165	446	321
0	448	384	171	448	384
0	448	448	179	448	447
0	448	512	187	450	511
0	448	576	197	452	577
0	448	640	207	453	638
0	448	704	218	455	702
0	448	768	229	458	764
0	448	832	240	460	826
0	448	896	252	462	888
0	448	960	264	464	949
0	448	1023	276	467	1007
0	512	0	170	502	57
0	512	64	172	507	83
0	512	128	173	508	138
0	512	192	176	509	198
0	512	256	179	509	258
0	512	320	184	510	322
0	512	384	190	512	385
0	512	448	197	512	449
0	512	512	205	514	512
0	512	576	214	516	578
0	512	640	222	517	639
0	512	704	232	518	703
0	512	768	242	520	764
0	512	832	254	522	828
0	512	896	264	524	889
0	512	960	276	526	950
0	512	1023	286	527	1007
0	576	0	192	568	65
0	576	64	194	574	88
0	576	128	196	575	141
0	576	192	198	575	200
0	576	256	201	577	260
0	576	320	206	578	323
0	576	384	211	578	386
0	576	448	217	579	450
0	576	512	224	580	513
0	576	576	232	582	579
0	576	640	240	582	639
0	576	704	249	583	704
0	576	768	258	585	765
0	576	832	268	588	828
0	576	896	279	588	889
0	576	960	289	590	951
0	576	1023	300	593	1009
0	640	0	212	628	72
0	640	64	214	633	93
0	640	128	216	634	144
0	640	192	218	635	203
0	640	256	221	636	262
0	640	320	225	637	325
0	640	384	229	638	388
0	640	448	235	638	451
0	640	512	241	639	514
0	640	576	249	641	580
0	640	640	256	641	641
0	640	704	264	643	705
0	640	768	273	644	767
0	640	832	282	645	829
0	640	896	292	646	890
0	640	960	302	648	952
0	640	1023	312	650	1010
0	704	0	234	692	79
0	704	64	236	698	99
0	704	128	238	699	147
0	704	192	239	700	205
0	704	256	242	700	263
0	704	320	245	701	326
0	704	384	250	703	390
0	704	448	255	703	453
0	704	512	261	704	516
0	704	576	268	706	582
0	704	640	274	706	642
0	704	704	282	707	707
0	704	768	290	708	768
0	704	832	299	710	831
0	704	896	308	710	892
0	704	960	317	712	954
0	704	1023	327	713	1012
0	768	0	254	752	86
0	768	64	257	758	104
0	768	128	258	759	151
0	768	192	260	760	208
0	768	256	262	761	266
0	768	320	265	762	329
0	768	384	269	764	392
0	768	448	274	763	454
0	768	512	279	764	517
0	768	576	285	766	583
0	768	640	291	765	644
0	768	704	299	766	708
0	768	768	307	768	770
0	768	832	315	769	832
0	768	896	323	769	893
0	768	960	332	771	955
0	768	1023	341	772	1013
0	832	0	276	815	92
0	832	64	278	822	110
0	832	128	279	823	155
0	832	192	281	823	210
0	832	256	283	825	268
0	832	320	286	825	330
0	832	384	290	826	393
0	832	448	294	827	455
0	832	512	299	828	518
0	832	576	305	829	584
