0	0	0	0	0	0
64	0	0	58	6	0
128	0	0	117	12	0
192	0	0	175	18	0
256	0	0	234	24	0
320	0	0	292	30	0
384	0	0	351	36	0
448	0	0	409	42	0
512	0	0	468	48	0
576	0	0	526	54	0
640	0	0	585	60	0
704	0	0	643	66	0
768	0	0	702	72	0
832	0	0	760	78	0
896	0	0	818	84	0
960	0	0	877	90	0
1023	0	0	934	96	0
0	64	0	21	63	7
64	64	0	61	63	7
128	64	0	118	64	6
192	64	0	176	65	5
256	64	0	234	67	1
320	64	0	293	69	0
384	64	0	351	71	0
448	64	0	410	74	0
512	64	0	468	77	0
576	64	0	526	81	0
640	64	0	585	84	0
704	64	0	643	88	0
768	64	0	702	93	0
832	64	0	760	97	0
896	64	0	819	102	0
960	64	0	877	107	0
1023	64	0	935	112	0
0	128	0	42	126	14
64	128	0	70	127	14
128	128	0	122	127	14
192	128	0	179	127	14
256	128	0	236	128	13
320	128	0	294	129	12
384	128	0	352	130	10
448	128	0	411	131	8
512	128	0	469	133	2
576	128	0	527	135	0
640	128	0	585	137	0
704	128	0	644	139	0
768	128	0	702	142	0
832	128	0	761	145	0
896	128	0	819	148	0
960	128	0	877	151	0
1023	128	0	935	154	0
0	192	0	64	190	22
64	192	0	84	190	22
128	192	0	130	190	22
192	192	0	184	190	21
256	192	0	240	191	21
320	192	0	297	191	20
384	192	0	354	192	19
448	192	0	412	193	18
512	192	0	470	194	17
576	192	0	528	195	16
640	192	0	587	196	13
704	192	0	645	198	10
768	192	0	703	200	3
832	192	0	761	201	0
896	192	0	820	203	0
960	192	0	878	206	0
1023	192	0	936	208	0
0	256	0	85	253	29
64	256	0	100	253	29
128	256	0	140	253	29
192	256	0	191	253	29
256	256	0	245	254	28
320	256	0	301	254	28
384	256	0	358	254	27
448	256	0	415	255	27
512	256	0	473	256	26
576	256	0	530	257	25
640	256	0	588	258	24
704	256	0	646	259	22
768	256	0	705	260	21
832	256	0	763	261	19
896	256	0	821	263	16
960	256	0	879	264	12
1023	256	0	937	266	5
0	320	0	106	316	36
64	320	0	118	316	36
128	320	0	153	316	36
192	320	0	200	316	36
256	320	0	252	317	36
320	320	0	306	317	35
384	320	0	362	317	35
448	320	0	419	318	35
512	320	0	476	318	34
576	320	0	533	319	33
640	320	0	591	320	32
704	320	0	649	321	31
768	320	0	707	322	30
832	320	0	765	323	29
896	320	0	823	324	28
960	320	0	881	325	26
1023	320	0	938	326	24
0	384	0	127	379	43
64	384	0	137	379	43
128	384	0	168	379	43
192	384	0	211	380	43
256	384	0	260	380	43
320	384	0	313	380	43
384	384	0	367	380	42
448	384	0	423	381	42
512	384	0	480	381	42
576	384	0	537	382	41
640	384	0	594	382	40
704	384	0	651	383	40
768	384	0	709	384	39
832	384	0	767	385	38
896	384	0	825	386	37
960	384	0	883	387	36
1023	384	0	940	388	34
0	448	0	149	443	51
64	448	0	157	443	51
128	448	0	183	443	51
192	448	0	223	443	50
256	448	0	270	443	50
320	448	0	321	443	50
384	448	0	374	443	50
448	448	0	429	444	50
512	448	0	484	444	49
576	448	0	541	445	49
640	448	0	598	445	48
704	448	0	655	446	48
768	448	0	712	446	47
832	448	0	769	447	46
896	448	0	827	448	45
960	448	0	885	449	44
1023	448	0	942	449	43
0	512	0	170	506	58
64	512	0	177	506	58
128	512	0	200	506	58
192	512	0	237	506	58
256	512	0	281	506	58
320	512	0	330	506	57
384	512	0	381	506	57
448	512	0	435	507	57
512	512	0	490	507	57
576	512	0	546	507	56
640	512	0	602	508	56
704	512	0	658	508	55
768	512	0	715	509	55
832	512	0	773	510	54
896	512	0	830	510	53
960	512	0	888	511	53
1023	512	0	944	512	52
0	576	0	191	569	65
64	576	0	197	569	65
128	576	0	218	569	65
192	576	0	251	569	65
256	576	0	293	569	65
320	576	0	340	569	65
384	576	0	390	570	65
448	576	0	442	570	64
512	576	0	496	570	64
576	576	0	551	570	64
640	576	0	607	571	63
704	576	0	663	571	63
768	576	0	719	572	62
832	576	0	776	572	62
896	576	0	833	573	61
960	576	0	891	573	61
1023	576	0	947	574	60
0	640	0	212	632	72
64	640	0	218	632	72
128	640	0	237	632	72
192	640	0	267	632	72
256	640	0	306	632	72
320	640	0	351	633	72
384	640	0	400	633	72
448	640	0	451	633	72
512	640	0	503	633	71
576	640	0	558	634	71
640	640	0	612	634	71
704	640	0	668	634	70
768	640	0	724	635	70
832	640	0	781	635	70
896	640	0	837	636	69
960	640	0	894	636	69
1023	640	0	951	637	68
0	704	0	234	695	80
64	704	0	239	695	80
128	704	0	255	696	80
192	704	0	284	696	80
256	704	0	320	696	79
320	704	0	363	696	79
384	704	0	410	696	79
448	704	0	460	696	79
512	704	0	511	696	79
576	704	0	565	697	79
640	704	0	619	697	78
704	704	0	674	697	78
768	704	0	729	698	78
832	704	0	785	698	77
896	704	0	842	698	77
960	704	0	898	699	76
1023	704	0	954	699	76
0	768	0	255	759	87
64	768	0	259	759	87
128	768	0	275	759	87
192	768	0	301	759	87
256	768	0	335	759	87
320	768	0	376	759	87
384	768	0	421	759	86
448	768	0	469	759	86
512	768	0	520	759	86
576	768	0	572	760	86
640	768	0	626	760	86
704	768	0	680	760	85
768	768	0	735	761	85
832	768	0	790	761	85
896	768	0	846	761	84
960	768	0	903	762	84
1023	768	0	958	762	83
0	832	0	276	822	94
64	832	0	280	822	94
128	832	0	294	822	94
192	832	0	318	822	94
256	832	0	351	822	94
320	832	0	390	822	94
384	832	0	433	822	94
448	832	0	480	822	94
512	832	0	529	823	93
576	832	0	581	823	93
640	832	0	633	823	93
704	832	0	687	823	93
768	832	0	741	824	92
832	832	0	796	824	92
896	832	0	852	824	92
960	832	0	908	825	91
1023	832	0	963	825	91
0	896	0	297	885	101
64	896	0	301	885	101
128	896	0	314	885	101
192	896	0	336	885	101
256	896	0	367	885	101
320	896	0	404	885	101
384	896	0	446	886	101
448	896	0	491	886	101
512	896	0	539	886	101
576	896	0	590	886	100
640	896	0	641	886	100
704	896	0	694	886	100
768	896	0	748	887	100
832	896	0	802	887	99
896	896	0	857	887	99
960	896	0	913	888	99
1023	896	0	968	888	98
0	960	0	318	948	109
64	960	0	322	948	109
128	960	0	334	948	109
192	960	0	355	948	108
256	960	0	384	949	108
320	960	0	419	949	108
384	960	0	459	949	108
448	960	0	503	949	108
512	960	0	550	949	108
576	960	0	599	949	108
640	960	0	650	949	108
704	960	0	702	950	107
768	960	0	755	950	107
832	960	0	809	950	107
896	960	0	864	950	107
960	960	0	919	951	106
1023	960	0	973	951	106
0	1023	0	339	1011	116
64	1023	0	343	1011	116
128	1023	0	354	1011	116
192	1023	0	373	1011	116
256	1023	0	401	1011	116
320	1023	0	434	1011	115
384	1023	0	473	1011	115
448	1023	0	516	1011	115
512	1023	0	561	1011	115
576	1023	0	609	1011	115
640	1023	0	659	1012	115
704	1023	0	710	1012	115
768	1023	0	763	1012	114
832	1023	0	816	1012	114
896	1023	0	870	1013	114
960	1023	0	925	1013	114
1023	1023	0	979	1013	113
0	0	64	14	11	63
64	0	64	60	12	63
128	0	64	117	16	63
192	0	64	176	21	63
256	0	64	234	26	63
320	0	64	292	31	63
384	0	64	351	37	62
448	0	64	409	43	62
512	0	64	468	49	62
576	0	64	526	55	62
640	0	64	585	61	61
704	0	64	643	66	61
768	0	64	702	72	60
832	0	64	760	78	60
896	0	64	819	84	59
960	0	64	877	90	58
1023	0	64	935	96	58
0	64	64	25	64	63
64	64	64	62	64	63
128	64	64	119	65	63
192	64	64	176	66	63
256	64	64	235	67	63
320	64	64	293	69	63
384	64	64	351	71	63
448	64	64	410	74	62
512	64	64	468	77	62
576	64	64	526	81	62
640	64	64	585	85	61
704	64	64	643	89	61
768	64	64	702	93	60
832	64	64	760	98	60
896	64	64	819	102	59
960	64	64	877	107	59
1023	64	64	935	112	58
0	128	64	44	127	64
64	128	64	71	127	64
128	128	64	123	127	64
192	128	64	179	127	64
256	128	64	237	128	64
320	128	64	294	129	64
384	128	64	352	130	64
448	128	64	411	132	63
512	128	64	469	133	63
576	128	64	527	135	63
640	128	64	586	137	62
704	128	64	644	140	62
768	128	64	702	142	61
832	128	64	761	145	61
896	128	64	819	148	60
960	128	64	877	151	60
1023	128	64	935	154	59
0	192	64	65	190	66
64	192	64	85	190	66
128	192	64	130	190	66
